Date,Open,High,Low,Close,Adj Close,Volume
2023-03-30,2452.969971,2462.699951,2439.429932,2453.159912,2453.159912,621300
2023-03-31,2459.939941,2481.239990,2456.540039,2476.860107,2476.860107,721300
2023-04-03,2485.810059,2485.810059,2467.590088,2472.340088,2472.340088,807400
2023-04-04,2475.870117,2489.709961,2472.790039,2480.510010,2480.510010,830500
2023-04-05,2482.610107,2497.610107,2478.669922,2495.209961,2495.209961,630400
2023-04-06,2488.000000,2488.000000,2458.500000,2459.229980,2459.229980,749100
2023-04-07,2478.639893,2493.060059,2473.889893,2490.409912,2490.409912,584000
2023-04-10,2491.679932,2519.989990,2490.169922,2512.080078,2512.080078,716200
2023-04-11,2523.330078,2550.969971,2514.419922,2547.860107,2547.860107,766800
2023-04-12,2546.360107,2561.370117,2536.229980,2550.639893,2550.639893,899800
2023-04-13,2534.709961,2561.659912,2531.070068,2561.659912,2561.659912,840300
2023-04-14,2580.100098,2581.739990,2560.530029,2571.489990,2571.489990,890500
2023-04-17,2570.300049,2577.080078,2561.139893,2575.909912,2575.909912,774600
2023-04-18,2582.229980,2582.229980,2557.189941,2571.090088,2571.090088,895200
2023-04-19,2570.060059,2582.110107,2568.459961,2575.080078,2575.080078,956000
2023-04-20,2566.060059,2573.939941,2552.060059,2563.110107,2563.110107,950400
2023-04-21,2556.699951,2559.439941,2532.320068,2544.399902,2544.399902,969000
2023-04-24,2538.360107,2541.889893,2518.729980,2523.500000,2523.500000,925900
2023-04-25,2531.350098,2531.350098,2472.330078,2489.020020,2489.020020,885200
2023-04-26,2489.489990,2498.560059,2481.379883,2484.830078,2484.830078,1088100
2023-04-27,2484.310059,2499.010010,2465.830078,2495.810059,2495.810059,732600
2023-04-28,2511.790039,2517.129883,2489.580078,2501.530029,2501.530029,776400
2023-05-02,2504.010010,2524.419922,2503.209961,2524.389893,2524.389893,700300
2023-05-03,2510.189941,2514.370117,2497.830078,2501.399902,2501.399902,887300
2023-05-04,2494.820068,2502.139893,2486.090088,2500.939941,2500.939941,809100
2023-05-08,2518.530029,2525.840088,2511.129883,2513.209961,2513.209961,653900
2023-05-09,2512.340088,2514.810059,2495.629883,2510.060059,2510.060059,750500
2023-05-10,2505.959961,2510.129883,2488.419922,2496.510010,2496.510010,634400
2023-05-11,2505.570068,2513.820068,2490.080078,2491.000000,2491.000000,646300
2023-05-12,2487.350098,2487.350098,2472.449951,2475.419922,2475.419922,797200
2023-05-15,2469.800049,2479.350098,2455.989990,2479.350098,2479.350098,483300
2023-05-16,2494.399902,2498.540039,2474.899902,2480.239990,2480.239990,627900
2023-05-17,2479.649902,2498.370117,2475.020020,2494.659912,2494.659912,563300
2023-05-18,2511.090088,2515.399902,2500.010010,2515.399902,2515.399902,571500
2023-05-19,2530.830078,2538.310059,2524.889893,2537.790039,2537.790039,569300
2023-05-22,2540.030029,2564.090088,2533.500000,2557.080078,2557.080078,590500
2023-05-23,2565.800049,2577.320068,2561.100098,2567.550049,2567.550049,573800
2023-05-24,2557.110107,2572.209961,2555.040039,2567.449951,2567.449951,1071600
2023-05-25,2570.639893,2575.050049,2551.489990,2554.689941,2554.689941,916700
2023-05-26,2561.939941,2567.500000,2553.790039,2558.810059,2558.810059,631800
2023-05-30,2582.409912,2586.219971,2574.820068,2585.520020,2585.520020,638500
2023-05-31,2586.030029,2596.310059,2575.979980,2577.120117,2577.120117,683900
2023-06-01,2572.560059,2580.149902,2565.000000,2569.169922,2569.169922,674200
2023-06-02,2586.270020,2601.379883,2583.879883,2601.360107,2601.360107,566500
2023-06-05,2617.429932,2618.620117,2608.010010,2615.409912,2615.409912,542700
2023-06-07,2623.459961,2629.919922,2613.679932,2615.600098,2615.600098,535300
2023-06-08,2609.209961,2612.389893,2595.330078,2610.850098,2610.850098,578700
2023-06-09,2624.149902,2644.699951,2618.449951,2641.159912,2641.159912,581500
2023-06-12,2647.489990,2650.449951,2623.429932,2629.350098,2629.350098,554300
2023-06-13,2644.429932,2645.620117,2633.520020,2637.949951,2637.949951,692500
2023-06-14,2640.810059,2642.860107,2614.250000,2619.080078,2619.080078,648800
2023-06-15,2629.239990,2634.219971,2602.520020,2608.540039,2608.540039,579000
2023-06-16,2623.570068,2625.790039,2612.209961,2625.790039,2625.790039,668400
2023-06-19,2618.060059,2619.439941,2600.489990,2609.500000,2609.500000,708800
2023-06-20,2602.830078,2610.030029,2596.820068,2604.909912,2604.909912,715800
2023-06-21,2599.189941,2600.969971,2579.520020,2582.629883,2582.629883,655400
2023-06-22,2575.649902,2597.760010,2575.649902,2593.699951,2593.699951,610200
2023-06-23,2599.040039,2600.810059,2568.070068,2570.100098,2570.100098,526500
2023-06-26,2568.649902,2585.310059,2562.030029,2582.199951,2582.199951,479200
2023-06-27,2581.020020,2582.000000,2568.520020,2581.389893,2581.389893,535400
2023-06-28,2590.520020,2590.520020,2559.459961,2564.189941,2564.189941,484200
2023-06-29,2564.020020,2577.689941,2550.020020,2550.020020,2550.020020,602500
2023-06-30,2558.429932,2571.030029,2541.719971,2564.280029,2564.280029,508800
2023-07-03,2580.889893,2604.629883,2580.489990,2602.469971,2602.469971,615500
2023-07-04,2604.719971,2607.659912,2591.860107,2593.310059,2593.310059,673100
2023-07-05,2593.469971,2601.989990,2578.659912,2579.000000,2579.000000,599400
2023-07-06,2574.750000,2575.449951,2550.669922,2556.290039,2556.290039,530800
2023-07-07,2547.409912,2547.409912,2515.070068,2526.709961,2526.709961,612100
2023-07-10,2528.080078,2539.629883,2517.669922,2520.699951,2520.699951,560600
2023-07-11,2538.840088,2562.489990,2534.479980,2562.489990,2562.489990,592400
2023-07-12,2557.610107,2574.729980,2554.260010,2574.719971,2574.719971,695500
2023-07-13,2589.889893,2602.209961,2587.750000,2591.229980,2591.229980,584300
2023-07-14,2607.469971,2628.300049,2603.360107,2628.300049,2628.300049,568100
2023-07-17,2617.669922,2627.120117,2611.550049,2619.000000,2619.000000,548800
2023-07-18,2624.590088,2626.889893,2600.669922,2607.620117,2607.620117,491100
2023-07-19,2622.239990,2622.540039,2598.520020,2608.239990,2608.239990,434900
2023-07-20,2595.379883,2611.340088,2589.290039,2600.229980,2600.229980,369700
2023-07-21,2581.060059,2609.760010,2570.580078,2609.760010,2609.760010,499300
2023-07-24,2608.469971,2636.060059,2595.209961,2628.530029,2628.530029,525900
2023-07-25,2643.350098,2646.709961,2621.600098,2636.459961,2636.459961,721500
2023-07-26,2638.760010,2639.209961,2580.979980,2592.360107,2592.360107,830100
2023-07-27,2599.820068,2617.610107,2586.360107,2603.810059,2603.810059,591900
2023-07-28,2593.669922,2609.540039,2586.330078,2608.320068,2608.320068,497300
2023-07-31,2628.870117,2639.449951,2622.209961,2632.580078,2632.580078,454200
2023-08-01,2644.340088,2668.209961,2639.100098,2667.070068,2667.070068,493600
2023-08-02,2651.530029,2660.899902,2611.770020,2616.469971,2616.469971,704700
2023-08-03,2624.760010,2625.449951,2591.300049,2605.389893,2605.389893,789400
2023-08-04,2606.169922,2612.300049,2598.379883,2602.800049,2602.800049,645800
2023-08-07,2591.580078,2607.360107,2580.709961,2580.709961,2580.709961,504100
2023-08-08,2598.290039,2601.409912,2568.149902,2573.979980,2573.979980,637000
2023-08-09,2580.600098,2608.979980,2576.209961,2605.120117,2605.120117,466000
2023-08-10,2592.399902,2601.560059,2590.020020,2601.560059,2601.560059,566500
2023-08-11,2611.250000,2616.840088,2589.939941,2591.260010,2591.260010,672200
2023-08-14,2586.510010,2592.909912,2561.879883,2570.870117,2570.870117,622800
2023-08-16,2550.129883,2550.530029,2520.870117,2525.639893,2525.639893,683200
2023-08-17,2512.919922,2520.560059,2482.060059,2519.850098,2519.850098,733900
2023-08-18,2495.179932,2519.600098,2489.629883,2504.500000,2504.500000,556400
2023-08-21,2511.699951,2524.409912,2505.590088,2508.800049,2508.800049,398600
2023-08-22,2528.389893,2533.429932,2509.530029,2515.739990,2515.739990,471000
2023-08-23,2510.000000,2517.510010,2499.889893,2505.500000,2505.500000,546200
2023-08-24,2531.780029,2539.439941,2520.729980,2537.679932,2537.679932,440300
2023-08-25,2505.389893,2526.370117,2502.050049,2519.139893,2519.139893,576400
2023-08-28,2519.139893,2543.409912,2519.139893,2543.409912,2543.409912,483000
2023-08-29,2550.760010,2556.979980,2545.270020,2552.159912,2552.159912,440700
2023-08-30,2575.419922,2578.620117,2561.219971,2561.219971,2561.219971,363000
2023-08-31,2564.449951,2568.060059,2547.719971,2556.270020,2556.270020,471900
2023-09-01,2551.929932,2568.419922,2551.040039,2563.709961,2563.709961,492400
2023-09-04,2566.929932,2584.550049,2560.320068,2584.550049,2584.550049,342100
2023-09-05,2578.909912,2586.649902,2575.189941,2582.179932,2582.179932,384579
